monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date,service_id
0,0,0,0,1,1,1,20240426,20240428,436
0,0,0,0,1,1,1,20240426,20240512,223
0,0,0,0,1,1,1,20240427,20240505,214
0,0,0,0,1,1,1,20240503,20240505,939
0,0,0,0,1,1,1,20240504,20240510,761
0,0,0,0,1,1,1,20240505,20240512,32
0,0,0,0,1,1,1,20240510,20240512,809
0,0,0,1,0,0,0,20240418,20240507,303
0,0,0,1,0,0,0,20240424,20240502,428
0,0,0,1,0,0,0,20240426,20240507,274
0,0,0,1,0,0,0,20240426,20240507,895
0,0,0,1,0,0,1,20240505,20240509,220
0,0,0,1,0,0,1,20240505,20240512,806
0,0,0,1,0,0,1,20240509,20240512,197
0,0,0,1,0,0,1,20240509,20240512,326
0,0,0,1,0,1,0,20240420,20240425,796
0,0,0,1,0,1,0,20240504,20240509,769
0,0,0,1,0,1,0,20240509,20240512,392
0,0,0,1,0,1,1,20240504,20240509,917
0,0,0,1,0,1,1,20240509,20240512,840
0,0,0,1,1,0,0,20240418,20240419,718
0,0,0,1,1,0,0,20240418,20240502,411
0,0,0,1,1,0,0,20240425,20240426,503
0,0,0,1,1,0,0,20240425,20240426,735
0,0,0,1,1,0,0,20240503,20240509,650
0,0,0,1,1,0,0,20240509,20240510,340
0,0,0,1,1,1,0,20240414,20240419,341
0,0,0,1,1,1,0,20240420,20240511,451
0,0,0,1,1,1,0,20240504,20240510,889
0,0,0,1,1,1,0,20240504,20240512,185
0,0,0,1,1,1,0,20240509,20240511,817
0,0,0,1,1,1,0,20240509,20240511,90
0,0,0,1,1,1,1,20240503,20240509,314
0,0,0,1,1,1,1,20240509,20240512,727
0,0,0,1,1,1,1,20240510,20240512,828
0,0,1,0,0,0,0,20240424,20240501,142
0,0,1,0,0,0,1,20240428,20240501,256
0,0,1,0,0,1,0,20240417,20240511,941
0,0,1,0,0,1,0,20240501,20240504,236
0,0,1,0,0,1,0,20240504,20240508,443
0,0,1,0,0,1,0,20240508,20240511,776
0,0,1,0,0,1,1,20240427,20240501,54
0,0,1,0,0,1,1,20240501,20240505,515
0,0,1,0,0,1,1,20240504,20240514,896
0,0,1,0,1,0,0,20240424,20240426,801
0,0,1,0,1,0,0,20240501,20240503,525
0,0,1,0,1,0,0,20240508,20240510,748
0,0,1,0,1,0,1,20240503,20240508,512
0,0,1,0,1,1,0,20240503,20240508,908
0,0,1,0,1,1,0,20240503,20240511,205
0,0,1,1,0,0,0,20240415,20240425,338
0,0,1,1,0,0,0,20240421,20240502,277
0,0,1,1,0,0,0,20240424,20240425,942
0,0,1,1,0,0,0,20240501,20240502,792
0,0,1,1,0,0,0,20240501,20240502,957
0,0,1,1,0,0,1,20240414,20240418,148
0,0,1,1,0,0,1,20240417,20240421,805
0,0,1,1,0,0,1,20240428,20240502,208
0,0,1,1,0,1,0,20240427,20240429,542
0,0,1,1,0,1,0,20240427,20240502,395
0,0,1,1,1,0,0,20240414,20240417,946
0,0,1,1,1,0,0,20240414,20240419,239
0,0,1,1,1,0,0,20240417,20240419,581
0,0,1,1,1,0,0,20240417,20240510,432
0,0,1,1,1,0,0,20240424,20240426,831
0,0,1,1,1,0,0,20240425,20240501,63
0,0,1,1,1,0,0,20240503,20240509,42
0,0,1,1,1,0,1,20240421,20240426,336
0,0,1,1,1,1,0,20240414,20240418,750
0,0,1,1,1,1,0,20240503,20240504,667
0,0,1,1,1,1,1,20240417,20240421,821
0,0,1,1,1,1,1,20240427,20240505,405
0,0,1,1,1,1,1,20240508,20240512,622
0,1,0,0,0,0,0,20240414,20240416,421
0,1,0,0,0,0,0,20240420,20240423,479
0,1,0,0,0,0,1,20240428,20240430,228
0,1,0,0,0,0,1,20240512,20240514,496
0,1,0,0,0,1,1,20240511,20240514,13
0,1,0,0,1,0,0,20240426,20240430,172
0,1,0,0,1,0,0,20240503,20240508,544
0,1,0,0,1,0,0,20240510,20240514,619
0,1,0,0,1,1,0,20240430,20240504,1
0,1,0,0,1,1,0,20240430,20240504,158
0,1,0,0,1,1,0,20240510,20240514,174
0,1,0,0,1,1,1,20240503,20240507,777
0,1,0,0,1,1,1,20240510,20240514,86
0,1,0,1,0,0,0,20240423,20240425,697
0,1,0,1,0,0,0,20240502,20240507,947
0,1,0,1,0,0,0,20240507,20240509,449
0,1,0,1,0,0,0,20240509,20240514,471
0,1,0,1,1,0,0,20240423,20240503,139
0,1,0,1,1,0,0,20240425,20240508,651
0,1,0,1,1,1,1,20240509,20240514,92
0,1,1,0,0,0,0,20240414,20240417,101
0,1,1,0,0,0,0,20240416,20240508,417
0,1,1,0,0,0,0,20240417,20240423,705
0,1,1,0,0,0,0,20240423,20240424,932
0,1,1,0,0,0,0,20240430,20240501,603
0,1,1,0,0,0,0,20240507,20240508,165
0,1,1,0,0,1,0,20240504,20240508,755
0,1,1,0,0,1,0,20240508,20240514,918
0,1,1,0,1,0,0,20240426,20240514,640
0,1,1,0,1,0,0,20240503,20240508,810
0,1,1,0,1,0,0,20240503,20240510,763
0,1,1,1,0,0,0,20240414,20240418,199
0,1,1,1,0,0,0,20240416,20240418,97
0,1,1,1,0,0,0,20240417,20240502,767
0,1,1,1,0,0,0,20240423,20240425,752
0,1,1,1,0,0,0,20240429,20240514,330
0,1,1,1,0,0,0,20240507,20240509,532
0,1,1,1,0,0,0,20240508,20240514,546
0,1,1,1,1,0,0,20240414,20240419,481
0,1,1,1,1,0,0,20240415,20240426,131
0,1,1,1,1,0,0,20240416,20240424,308
0,1,1,1,1,0,0,20240416,20240426,588
0,1,1,1,1,0,0,20240416,20240508,779
0,1,1,1,1,0,0,20240418,20240514,306
0,1,1,1,1,0,0,20240430,20240508,953
0,1,1,1,1,0,0,20240503,20240509,837
0,1,1,1,1,0,0,20240507,20240510,305
0,1,1,1,1,0,0,20240507,20240514,93
0,1,1,1,1,0,1,20240414,20240428,679
0,1,1,1,1,0,1,20240414,20240503,870
0,1,1,1,1,0,1,20240414,20240514,206
0,1,1,1,1,1,0,20240416,20240514,388
0,1,1,1,1,1,0,20240416,20240514,412
0,1,1,1,1,1,0,20240416,20240514,577
0,1,1,1,1,1,0,20240416,20240514,862
0,1,1,1,1,1,1,20240414,20240417,229
0,1,1,1,1,1,1,20240414,20240514,857
0,1,1,1,1,1,1,20240416,20240514,905
0,1,1,1,1,1,1,20240418,20240502,552
0,1,1,1,1,1,1,20240420,20240430,912
0,1,1,1,1,1,1,20240503,20240509,871
1,0,0,0,0,0,0,20240414,20240427,251
1,0,0,0,0,0,0,20240415,20240513,327
1,0,0,0,0,0,0,20240415,20240513,788
1,0,0,0,0,0,0,20240415,20240513,813
1,0,0,0,0,0,0,20240416,20240429,499
1,0,0,0,0,0,0,20240418,20240506,550
1,0,0,0,0,0,0,20240422,20240514,346
1,0,0,0,0,0,0,20240422,20240514,415
1,0,0,0,0,0,0,20240429,20240506,924
1,0,0,0,0,0,0,20240429,20240513,890
1,0,0,0,0,0,1,20240414,20240415,921
1,0,0,0,0,0,1,20240415,20240422,94
1,0,0,0,0,0,1,20240415,20240513,802
1,0,0,0,0,0,1,20240421,20240422,545
1,0,0,0,0,0,1,20240428,20240429,135
1,0,0,0,0,0,1,20240505,20240506,118
1,0,0,0,0,0,1,20240506,20240512,565
1,0,0,0,0,0,1,20240512,20240513,620
1,0,0,0,0,0,1,20240512,20240513,902
1,0,0,0,0,1,0,20240504,20240506,520
1,0,0,0,0,1,1,20240414,20240415,886
1,0,0,0,0,1,1,20240420,20240422,843
1,0,0,0,0,1,1,20240427,20240429,716
1,0,0,0,0,1,1,20240504,20240506,548
1,0,0,0,0,1,1,20240511,20240513,143
1,0,0,0,1,0,0,20240414,20240415,587
1,0,0,0,1,0,0,20240419,20240513,56
1,0,0,0,1,0,0,20240422,20240426,480
1,0,0,0,1,0,0,20240503,20240506,674
1,0,0,0,1,0,0,20240510,20240513,102
1,0,0,0,1,0,1,20240426,20240429,555
1,0,0,0,1,0,1,20240510,20240513,590
1,0,0,0,1,1,1,20240414,20240514,743
1,0,0,0,1,1,1,20240419,20240422,543
1,0,0,0,1,1,1,20240426,20240429,684
1,0,0,0,1,1,1,20240510,20240513,35
1,0,0,1,0,0,0,20240415,20240418,284
1,0,0,1,0,0,0,20240429,20240502,739
1,0,0,1,0,0,0,20240506,20240509,513
1,0,0,1,0,0,1,20240415,20240422,599
1,0,0,1,0,0,1,20240418,20240509,853
1,0,0,1,0,0,1,20240509,20240513,453
1,0,0,1,1,0,0,20240509,20240513,829
1,0,0,1,1,0,1,20240414,20240419,594
1,0,0,1,1,1,0,20240503,20240512,846
1,0,0,1,1,1,1,20240420,20240513,715
1,0,0,1,1,1,1,20240509,20240513,257
1,0,1,0,0,0,0,20240414,20240417,127
1,0,1,0,0,0,1,20240417,20240422,400
1,0,1,0,1,0,0,20240503,20240508,424
1,0,1,0,1,0,1,20240428,20240506,759
1,0,1,1,0,0,0,20240415,20240502,184
1,0,1,1,0,0,0,20240422,20240425,873
1,0,1,1,0,0,0,20240422,20240430,38
1,0,1,1,1,0,0,20240422,20240426,372
1,1,0,0,0,0,0,20240414,20240514,152
1,1,0,0,0,0,0,20240415,20240514,261
1,1,0,0,0,0,0,20240415,20240514,583
1,1,0,0,0,0,0,20240422,20240428,524
1,1,0,0,0,0,0,20240422,20240502,233
1,1,0,0,0,0,0,20240422,20240514,84
1,1,0,0,0,0,0,20240429,20240430,644
1,1,0,0,0,0,0,20240429,20240514,104
1,1,0,0,0,0,0,20240429,20240514,108
1,1,0,0,0,0,0,20240429,20240514,753
1,1,0,0,0,0,0,20240430,20240506,916
1,1,0,0,0,0,0,20240430,20240514,293
1,1,0,0,0,0,0,20240501,20240514,350
1,1,0,0,0,0,0,20240506,20240507,691
1,1,0,0,0,0,0,20240513,20240514,858
1,1,0,0,0,0,1,20240414,20240416,385
1,1,0,0,0,0,1,20240428,20240430,368
1,1,0,0,0,0,1,20240429,20240514,822
1,1,0,0,0,0,1,20240512,20240514,132
1,1,0,0,0,0,1,20240512,20240514,397
1,1,0,0,0,0,1,20240512,20240514,52
1,1,0,0,0,1,0,20240511,20240514,642
1,1,0,0,0,1,1,20240511,20240514,201
1,1,0,0,1,0,0,20240415,20240514,296
1,1,0,0,1,0,0,20240429,20240510,795
1,1,0,0,1,0,0,20240429,20240514,136
1,1,0,0,1,0,0,20240502,20240514,830
1,1,0,0,1,0,0,20240502,20240514,883
1,1,0,0,1,0,0,20240510,20240514,959
1,1,0,0,1,0,1,20240426,20240514,441
1,1,0,0,1,0,1,20240510,20240514,81
1,1,0,0,1,1,0,20240415,20240514,281
1,1,0,0,1,1,0,20240429,20240514,506
1,1,0,0,1,1,0,20240503,20240507,500
1,1,0,0,1,1,0,20240510,20240514,844
1,1,0,0,1,1,1,20240418,20240514,906
1,1,0,0,1,1,1,20240426,20240514,290
1,1,0,0,1,1,1,20240426,20240514,782
1,1,0,0,1,1,1,20240502,20240514,740
1,1,0,0,1,1,1,20240503,20240507,430
1,1,0,0,1,1,1,20240510,20240514,389
1,1,0,1,0,0,0,20240414,20240418,849
1,1,0,1,0,0,0,20240415,20240514,113
1,1,0,1,0,0,0,20240415,20240514,754
1,1,0,1,0,0,0,20240418,20240502,408
1,1,0,1,0,0,0,20240418,20240514,738
1,1,0,1,0,0,0,20240422,20240514,495
1,1,0,1,0,0,0,20240429,20240502,649
1,1,0,1,0,0,0,20240429,20240509,263
1,1,0,1,0,0,0,20240429,20240514,243
1,1,0,1,0,0,0,20240506,20240509,534
1,1,0,1,0,0,1,20240418,20240502,654
1,1,0,1,0,0,1,20240418,20240514,773
1,1,0,1,0,0,1,20240502,20240507,561
1,1,0,1,0,1,0,20240415,20240514,656
1,1,0,1,0,1,0,20240427,20240509,249
1,1,0,1,0,1,1,20240415,20240514,706
1,1,0,1,0,1,1,20240509,20240514,730
1,1,0,1,1,0,0,20240414,20240416,677
1,1,0,1,1,0,0,20240414,20240419,401
1,1,0,1,1,0,0,20240415,20240430,554
1,1,0,1,1,0,0,20240415,20240514,366
1,1,0,1,1,0,0,20240418,20240502,799
1,1,0,1,1,0,0,20240422,20240502,446
1,1,0,1,1,0,0,20240422,20240514,12
1,1,0,1,1,0,0,20240429,20240503,425
1,1,0,1,1,0,0,20240429,20240503,762
1,1,0,1,1,0,0,20240429,20240508,491
1,1,0,1,1,0,0,20240502,20240509,213
1,1,0,1,1,0,0,20240503,20240507,569
1,1,0,1,1,0,0,20240509,20240514,785
1,1,0,1,1,0,1,20240415,20240423,194
1,1,0,1,1,0,1,20240416,20240430,110
1,1,0,1,1,0,1,20240416,20240503,861
1,1,0,1,1,0,1,20240509,20240514,219
1,1,0,1,1,1,0,20240415,20240514,523
1,1,0,1,1,1,0,20240415,20240514,556
1,1,0,1,1,1,0,20240509,20240514,845
1,1,0,1,1,1,1,20240414,20240514,299
1,1,0,1,1,1,1,20240414,20240514,458
1,1,0,1,1,1,1,20240414,20240514,53
1,1,0,1,1,1,1,20240414,20240514,615
1,1,0,1,1,1,1,20240415,20240514,823
1,1,0,1,1,1,1,20240415,20240514,891
1,1,0,1,1,1,1,20240418,20240502,14
1,1,0,1,1,1,1,20240420,20240502,111
1,1,0,1,1,1,1,20240420,20240503,927
1,1,0,1,1,1,1,20240420,20240508,66
1,1,0,1,1,1,1,20240420,20240514,492
1,1,0,1,1,1,1,20240422,20240502,447
1,1,0,1,1,1,1,20240509,20240514,15
1,1,1,0,0,0,0,20240414,20240417,146
1,1,1,0,0,0,0,20240415,20240417,211
1,1,1,0,0,0,0,20240415,20240417,483
1,1,1,0,0,0,0,20240415,20240417,578
1,1,1,0,0,0,0,20240415,20240417,815
1,1,1,0,0,0,0,20240415,20240430,794
1,1,1,0,0,0,0,20240415,20240514,669
1,1,1,0,0,0,0,20240422,20240424,472
1,1,1,0,0,0,0,20240429,20240514,157
1,1,1,0,0,0,0,20240429,20240514,259
1,1,1,0,0,0,0,20240501,20240514,294
1,1,1,0,0,0,0,20240506,20240508,25
1,1,1,0,0,0,0,20240506,20240514,692
1,1,1,0,0,0,1,20240414,20240417,162
1,1,1,0,0,0,1,20240414,20240417,403
1,1,1,0,0,0,1,20240414,20240417,682
1,1,1,0,0,0,1,20240414,20240417,786
1,1,1,0,0,0,1,20240414,20240514,531
1,1,1,0,0,0,1,20240414,20240514,710
1,1,1,0,0,0,1,20240429,20240508,778
1,1,1,0,0,0,1,20240430,20240514,783
1,1,1,0,0,0,1,20240505,20240508,807
1,1,1,0,0,1,1,20240504,20240508,116
1,1,1,0,1,0,0,20240415,20240514,153
1,1,1,0,1,0,0,20240415,20240514,19
1,1,1,0,1,0,0,20240415,20240514,925
1,1,1,0,1,0,0,20240415,20240514,937
1,1,1,0,1,0,0,20240419,20240514,226
1,1,1,0,1,0,0,20240426,20240514,154
1,1,1,0,1,0,0,20240426,20240514,433
1,1,1,0,1,0,0,20240429,20240514,215
1,1,1,0,1,0,0,20240502,20240514,789
1,1,1,0,1,0,0,20240503,20240508,272
1,1,1,0,1,0,1,20240414,20240425,193
1,1,1,0,1,0,1,20240414,20240514,10
1,1,1,0,1,0,1,20240426,20240514,631
1,1,1,0,1,0,1,20240503,20240508,943
1,1,1,0,1,1,0,20240502,20240514,900
1,1,1,0,1,1,0,20240503,20240508,841
1,1,1,0,1,1,1,20240415,20240512,210
1,1,1,0,1,1,1,20240503,20240508,869
1,1,1,0,1,1,1,20240505,20240514,187
1,1,1,0,1,1,1,20240506,20240514,59
1,1,1,1,0,0,0,20240414,20240418,386
1,1,1,1,0,0,0,20240415,20240418,321
1,1,1,1,0,0,0,20240415,20240418,413
1,1,1,1,0,0,0,20240415,20240418,859
1,1,1,1,0,0,0,20240415,20240425,332
1,1,1,1,0,0,0,20240415,20240425,370
1,1,1,1,0,0,0,20240415,20240429,278
1,1,1,1,0,0,0,20240415,20240502,155
1,1,1,1,0,0,0,20240415,20240502,167
1,1,1,1,0,0,0,20240415,20240502,252
1,1,1,1,0,0,0,20240415,20240502,288
1,1,1,1,0,0,0,20240415,20240502,454
1,1,1,1,0,0,0,20240415,20240502,790
1,1,1,1,0,0,0,20240415,20240507,309
1,1,1,1,0,0,0,20240415,20240508,486
1,1,1,1,0,0,0,20240415,20240513,138
1,1,1,1,0,0,0,20240415,20240513,47
1,1,1,1,0,0,0,20240415,20240513,658
1,1,1,1,0,0,0,20240415,20240513,695
1,1,1,1,0,0,0,20240415,20240514,120
1,1,1,1,0,0,0,20240415,20240514,150
1,1,1,1,0,0,0,20240415,20240514,628
1,1,1,1,0,0,0,20240415,20240514,803
1,1,1,1,0,0,0,20240415,20240514,838
1,1,1,1,0,0,0,20240415,20240514,956
1,1,1,1,0,0,0,20240415,20240514,96
1,1,1,1,0,0,0,20240417,20240426,73
1,1,1,1,0,0,0,20240418,20240508,950
1,1,1,1,0,0,0,20240418,20240509,712
1,1,1,1,0,0,0,20240418,20240514,623
1,1,1,1,0,0,0,20240418,20240514,787
1,1,1,1,0,0,0,20240418,20240514,872
1,1,1,1,0,0,0,20240419,20240425,360
1,1,1,1,0,0,0,20240422,20240507,285
1,1,1,1,0,0,0,20240429,20240502,7
1,1,1,1,0,0,0,20240429,20240514,125
1,1,1,1,0,0,0,20240429,20240514,504
1,1,1,1,0,0,0,20240504,20240514,170
1,1,1,1,0,0,0,20240506,20240509,209
1,1,1,1,0,0,0,20240506,20240514,103
1,1,1,1,0,0,0,20240508,20240514,4
1,1,1,1,0,0,1,20240414,20240418,391
1,1,1,1,0,0,1,20240414,20240502,537
1,1,1,1,0,0,1,20240414,20240502,774
1,1,1,1,0,0,1,20240414,20240502,887
1,1,1,1,0,0,1,20240414,20240508,850
1,1,1,1,0,0,1,20240414,20240514,49
1,1,1,1,0,0,1,20240415,20240507,361
1,1,1,1,0,0,1,20240415,20240514,74
1,1,1,1,0,0,1,20240417,20240425,874
1,1,1,1,0,0,1,20240420,20240514,938
1,1,1,1,0,0,1,20240421,20240425,728
1,1,1,1,0,0,1,20240421,20240429,287
1,1,1,1,0,0,1,20240429,20240514,378
1,1,1,1,0,1,0,20240414,20240425,629
1,1,1,1,0,1,1,20240414,20240430,614
1,1,1,1,0,1,1,20240414,20240513,666
1,1,1,1,0,1,1,20240414,20240514,16
1,1,1,1,0,1,1,20240415,20240508,331
1,1,1,1,0,1,1,20240415,20240509,601
1,1,1,1,0,1,1,20240415,20240514,530
1,1,1,1,0,1,1,20240420,20240425,240
1,1,1,1,0,1,1,20240420,20240510,686
1,1,1,1,0,1,1,20240420,20240514,105
1,1,1,1,0,1,1,20240427,20240502,60
1,1,1,1,0,1,1,20240427,20240506,297
1,1,1,1,1,0,0,20240414,20240419,79
1,1,1,1,1,0,0,20240414,20240425,45
1,1,1,1,1,0,0,20240414,20240430,254
1,1,1,1,1,0,0,20240414,20240504,633
1,1,1,1,1,0,0,20240414,20240510,207
1,1,1,1,1,0,0,20240414,20240514,39
1,1,1,1,1,0,0,20240414,20240514,760
1,1,1,1,1,0,0,20240414,20240514,770
1,1,1,1,1,0,0,20240414,20240514,804
1,1,1,1,1,0,0,20240414,20240514,881
1,1,1,1,1,0,0,20240415,20240419,469
1,1,1,1,1,0,0,20240415,20240419,604
1,1,1,1,1,0,0,20240415,20240426,247
1,1,1,1,1,0,0,20240415,20240426,422
1,1,1,1,1,0,0,20240415,20240426,678
1,1,1,1,1,0,0,20240415,20240426,69
1,1,1,1,1,0,0,20240415,20240429,109
1,1,1,1,1,0,0,20240415,20240429,55
1,1,1,1,1,0,0,20240415,20240502,230
1,1,1,1,1,0,0,20240415,20240502,356
1,1,1,1,1,0,0,20240415,20240502,373
1,1,1,1,1,0,0,20240415,20240502,46
1,1,1,1,1,0,0,20240415,20240502,507
1,1,1,1,1,0,0,20240415,20240502,527
1,1,1,1,1,0,0,20240415,20240502,539
1,1,1,1,1,0,0,20240415,20240502,635
1,1,1,1,1,0,0,20240415,20240502,652
1,1,1,1,1,0,0,20240415,20240502,708
1,1,1,1,1,0,0,20240415,20240502,91
1,1,1,1,1,0,0,20240415,20240503,824
1,1,1,1,1,0,0,20240415,20240503,892
1,1,1,1,1,0,0,20240415,20240505,574
